"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000279041.1",34.1091155783542,1.04128080338762,0.233917368713454,4.45148989625982,8.52765460023492e-06,0.00583669324638582
"ENSG00000091428.18",122.031942954647,0.967788314703549,0.221823252220241,4.36288037893639,1.28361136904689e-05,0.00695490594999711
"ENSG00000146411.6",496.633514118546,0.810741452566347,0.185960786233773,4.35974416427319,1.30214590284947e-05,0.00695490594999711
"ENSG00000131398.15",100.892484443684,-1.11210349019116,0.256043752800491,-4.34341192873279,1.40286732377467e-05,0.00722162486630832
"ENSG00000159433.12",488.841079492706,0.466426952529477,0.108453822916494,4.30069627779383,1.7026228795124e-05,0.00722162486630832
"ENSG00000164236.12",437.921578779025,0.899741809713799,0.208644973666979,4.31231001591196,1.61557687571252e-05,0.00722162486630832
"ENSG00000198873.12",641.996831546089,-0.56248897134438,0.130301592742503,-4.31682345169754,1.5829066317698e-05,0.00722162486630832
"ENSG00000205517.13",235.345385804056,-0.908322527691188,0.211136870415577,-4.30205546716379,1.6922093410803e-05,0.00722162486630832
"ENSG00000243056.2",47.4483844996287,1.24049627472145,0.288283473058221,4.30304332593817,1.68467889984465e-05,0.00722162486630832
"ENSG00000266074.10",351.727757143484,-0.686248392731689,0.158532722999222,-4.3287491676722,1.49958607874994e-05,0.00722162486630832
"ENSG00000287047.1",68.0568932968476,1.39096923517341,0.325334101444047,4.27551009561976,1.90700158665775e-05,0.00785739139462611
"ENSG00000185650.10",2947.21780950625,-0.665645425126744,0.156144513539604,-4.26300873490447,2.01692631059796e-05,0.00788770965964754
"ENSG00000215788.11",240.780633318046,-0.518300315829164,0.121602398753832,-4.26225404384,2.02375187162443e-05,0.00788770965964754
"ENSG00000024422.12",2320.17186191512,-0.616751544172659,0.145092556799194,-4.25074557770895,2.13060082700937e-05,0.00808563013850056
"ENSG00000148400.12",875.421028267641,-0.816402081962534,0.19295802149095,-4.23098286173516,2.3267240131036e-05,0.00860350948537615
"ENSG00000072071.16",491.054334000627,-0.65134869970047,0.155346304344233,-4.19288184839687,2.75432915449956e-05,0.00993004518425955
"ENSG00000110400.11",282.601068205557,-0.972454893414084,0.232366145002995,-4.18501108843352,2.85152181393705e-05,0.00995636985947944
"ENSG00000205746.9",64.4465322424784,-1.11246130425061,0.266062516103647,-4.18120267575476,2.89971246167489e-05,0.00995636985947944
"ENSG00000130702.15",2181.70235587845,-0.88940222446844,0.213022774649603,-4.17515087732473,2.97788622836766e-05,0.0099869993719279
"ENSG00000156466.10",35.0873222784742,-1.55514280816518,0.374265913066636,-4.15518152701311,3.25029386326893e-05,0.0106528381368639
"ENSG00000270906.1",34.7724427087337,2.79353218087835,0.676840085214911,4.1273149181041,3.67023616505671e-05,0.0117618834969517
"ENSG00000136944.19",35.5728491687598,-1.52379475964946,0.373293165173061,-4.08203230547502,4.46435892408036e-05,0.0139957652269919
"ENSG00000119650.13",233.05760246856,0.630604618948245,0.155123543807809,4.06517671959284,4.79960806268246e-05,0.0147266272067965
"ENSG00000253570.1",25.451031955994,2.97506305442153,0.738307908762434,4.02956953205119,5.58790858567806e-05,0.0167881728570965
"ENSG00000074181.9",2137.99189930568,-0.924675354814236,0.2300963659912,-4.01864388788131,5.85340596620321e-05,0.0168829895654659
"ENSG00000110721.12",202.439034339969,0.436380700774316,0.108589269531203,4.01863556738378,5.85361263624778e-05,0.0168829895654659
"ENSG00000266714.9",1223.16336896741,-0.703605264144997,0.17545184746184,-4.01024710952689,6.0655234500092e-05,0.0171511595436437
"ENSG00000137198.10",1457.48259637801,0.528317645064369,0.132180690862092,3.99693511676057,6.41678795559944e-05,0.0177954805976345
"ENSG00000150403.18",643.394602723021,0.44149173501654,0.111245269092529,3.96863380005244,7.22858662738675e-05,0.0193043421765823
"ENSG00000251474.6",92.9582717441159,0.734973992517328,0.185009655580835,3.97262505143252,7.10848963265103e-05,0.0193043421765823
"ENSG00000168509.20",1285.8289960583,0.767478983877846,0.194767714229272,3.94048360075943,8.13175099316646e-05,0.0213214511040824
"ENSG00000090006.18",7309.07174635693,-0.848209179863199,0.216881554034057,-3.91093278375349,9.19403583389815e-05,0.0236762840644009
"ENSG00000224389.9",122.22463156166,-1.19516056277996,0.30627906076903,-3.90219481468649,9.53243863775812e-05,0.024117069753528
"ENSG00000113721.14",2384.01673635632,-0.579491300493701,0.149011248204852,-3.88890978013318,0.000100695538833313,0.0250367304399173
"ENSG00000089199.10",47.7237106346403,-1.14547945639875,0.29535860254817,-3.8782667798272,0.000105203314597051,0.0257141864373571
"ENSG00000175602.4",491.944929126392,0.826912057699446,0.213583480556437,3.87161055501642,0.000108118599171932,0.0258351342334172
"ENSG00000197872.11",109.087028192053,-0.663505970066862,0.171492735008625,-3.86900337226234,0.000109281130867378,0.0258351342334172
"ENSG00000118137.10",365.644245638574,1.17152371306474,0.303974368854892,3.85402136857135,0.000116193447643726,0.0267029448710434
"ENSG00000167645.17",411.842267535621,0.416770054423378,0.108166254615929,3.8530506201146,0.000116655261554381,0.0267029448710434
"ENSG00000082515.18",266.875995895602,0.480690207818714,0.125896959192455,3.81812405082712,0.000134470308858193,0.0284746390262235
"ENSG00000103249.18",532.404726125456,-0.46118401534206,0.120581654570573,-3.82466152902341,0.000130951867073137,0.0284746390262235
"ENSG00000116717.13",800.256643943291,0.527808338493759,0.138201017770031,3.81913496014943,0.000133920481475954,0.0284746390262235
"ENSG00000146083.12",933.781851465536,-0.469260985417791,0.122669410673164,-3.82541159073531,0.00013055378134105,0.0284746390262235
"ENSG00000178075.20",40.7889622478767,-1.4637719726041,0.383699413760291,-3.81489238740033,0.0001362422919915,0.0284746390262235
"ENSG00000182492.16",8707.69415037068,-1.05735830617533,0.276702774932916,-3.82127828834271,0.000132761737019493,0.0284746390262235
"ENSG00000169184.6",356.135498500379,-1.09008080667995,0.286091938466444,-3.81024649811236,0.000138828301678173,0.0286006134071563
"ENSG00000184371.14",547.257636959476,-0.61404947325225,0.162029596414199,-3.7897364854415,0.00015080718049025,0.0306308499978858
"ENSG00000183098.11",77.4036890267114,-1.36268550220343,0.361480391093331,-3.76973560884412,0.000163420573425931,0.032731779019102
"ENSG00000166987.15",1103.89982460468,-0.536561035986319,0.142489517800725,-3.7656175995817,0.000166137902964757,0.0328202013514351
"ENSG00000109685.19",721.611813856582,0.350652668221427,0.0936660398238925,3.74364784590777,0.000181367802058111,0.0337453243755515
"ENSG00000114737.16",404.836607182661,0.943980492493182,0.251982172644974,3.74621935585573,0.000179519630261905,0.0337453243755515
"ENSG00000160013.9",129.023662888013,-1.00442741380323,0.268415939394904,-3.7420557663883,0.000182520997246586,0.0337453243755515
"ENSG00000182533.7",464.138151606783,0.583774496282524,0.155562823011167,3.75266072563249,0.00017496758150625,0.0337453243755515
"ENSG00000196924.19",8031.85742057592,-0.87433312026904,0.233396354947127,-3.74613014186579,0.000179583451701096,0.0337453243755515
"ENSG00000076928.18",609.615506580467,-0.466145322158648,0.125621354280981,-3.71071721704264,0.000206672870773288,0.0350638761108423
"ENSG00000091986.16",3758.24582249804,-1.16606193056078,0.314141559953825,-3.71189959944228,0.000205709588695403,0.0350638761108423
"ENSG00000134765.10",125.352554388397,-0.798097948157229,0.214784054873229,-3.71581562992787,0.000202549242999848,0.0350638761108423
"ENSG00000206503.13",4705.32751403537,0.653228342936086,0.175528236929539,3.7215000524292,0.000198042824710083,0.0350638761108423
"ENSG00000213523.10",516.624594264679,0.631464132824758,0.169885869075803,3.71699033156783,0.000201610155577701,0.0350638761108423
"ENSG00000272789.1",47.8862984992234,-1.03384848111791,0.27851651525774,-3.71198268139032,0.000205642060996924,0.0350638761108423
"ENSG00000286401.1",19.0399693301267,1.40765171231039,0.378735410091199,3.71671535009474,0.0002018296156189,0.0350638761108423
"ENSG00000141503.17",1170.93942365522,-0.538511248787807,0.145754579093201,-3.6946437781791,0.000220195269232557,0.0364992641103759
"ENSG00000169181.13",42.7322936421558,2.24609065124308,0.607521803518577,3.69713586941971,0.000218045654523241,0.0364992641103759
"ENSG00000171222.10",288.907853765227,0.600060925516297,0.162827867186688,3.68524710102789,0.000228480858709568,0.0374423007210304
"ENSG00000127124.16",142.103458581613,-0.61032545072104,0.165924777220139,-3.67832617253599,0.000234769609829536,0.0378222554528952
"ENSG00000204314.12",68.5793824036674,-0.79758344767325,0.216914768064338,-3.67694396647388,0.000236044864486552,0.0378222554528952
"ENSG00000165238.16",3421.24843202324,-0.850777165289965,0.232517524838814,-3.65898082684194,0.000253220281992661,0.0396922792023496
"ENSG00000169994.18",268.374891206285,-0.949368708864679,0.25939093585809,-3.65999184097962,0.000252223279228102,0.0396922792023496
"ENSG00000187498.16",3966.71761936176,-0.679879705290328,0.186333482812738,-3.64872536608782,0.000263544652242645,0.0408664239783999
"ENSG00000090539.15",194.560701466136,-0.608127102232888,0.1670180426454,-3.64108627188272,0.000271490135470093,0.0414593297981524
"ENSG00000272333.7",660.392457830523,-0.683528204420607,0.187805847662751,-3.63954697325527,0.000273118114612335,0.0414593297981524
"ENSG00000065609.14",86.3095591827643,2.72124648362311,0.749081357929974,3.63277827543734,0.000280385936647217,0.0421192249207242
"ENSG00000143061.18",296.307306858942,-0.518943464189784,0.143476576045152,-3.61692116228418,0.000298128057898948,0.0443227291026879
"ENSG00000133392.18",2106.87786217827,-0.996616424310349,0.275858267137073,-3.61278432817507,0.000302926652739046,0.0445765842770387
"ENSG00000206341.7",190.825491264906,0.955766796483956,0.264831699720383,3.60895918990469,0.000307427962674559,0.0447820065629275
"ENSG00000129991.13",16559.9531752177,0.707789931298108,0.196949300639839,3.59376717256002,0.000325931108539471,0.0470025251624772
"ENSG00000151632.17",174.012512241752,-1.22294107791763,0.340583160963843,-3.5907267830175,0.000329757166358004,0.0470834464955325
"ENSG00000039523.20",1254.20315741266,-0.52879283814677,0.14817850388402,-3.56862044281848,0.000358865873223268,0.0486935286186225
"ENSG00000139718.11",593.485127479694,-0.673580741303137,0.189102057575571,-3.56199583409584,0.000368046225603623,0.0486935286186225
"ENSG00000144642.22",536.471228681865,-0.57234354674559,0.160259022824348,-3.57136550977793,0.000355124891176103,0.0486935286186225
"ENSG00000163605.15",442.840628593985,-0.364721056573684,0.102286659756073,-3.56567569459642,0.000362919933071275,0.0486935286186225
"ENSG00000164220.7",68.2667355286295,-0.877634597203362,0.245594050052086,-3.57351734301883,0.000352217903238429,0.0486935286186225
"ENSG00000170315.14",2170.80700895903,0.453534870526792,0.126792959480521,3.57697203681461,0.000347597341361595,0.0486935286186225
"ENSG00000174672.16",26.7299529541253,-1.13380017611273,0.316985441529238,-3.57682097525654,0.000347798191098963,0.0486935286186225
"ENSG00000183684.8",211.644455258983,0.489040501061739,0.137208163412811,3.56422306732864,0.00036493551255113,0.0486935286186225
"ENSG00000037280.16",500.631063396697,-0.523454384299816,0.147742463850507,-3.54301918796664,0.000395573919272962,0.0515416554847967
"ENSG00000163431.13",493.03205505751,-0.758237471910364,0.214055019856324,-3.54225503526758,0.000396721708537025,0.0515416554847967
"ENSG00000131471.7",369.531042138488,-0.724258589161623,0.205497785866844,-3.52441066995689,0.00042442589549504,0.0546486235619105
"ENSG00000136999.5",215.047306385103,-0.933238306748052,0.265041056642689,-3.52110845983452,0.000429746801618451,0.0548440586384042
"ENSG00000136010.14",88.9480166929786,-0.958145914500386,0.272746233168268,-3.51295746001841,0.000443148421361944,0.0555708120387878
"ENSG00000185133.14",822.330378168338,-0.512368692460959,0.145781751644349,-3.51462845439627,0.000440369636704708,0.0555708120387878
"ENSG00000105287.13",413.139405424412,-0.449658834377182,0.128438168797758,-3.50097512745784,0.000463559105661096,0.0571366313054587
"ENSG00000117691.10",949.547835123359,0.588875723004041,0.168173055758101,3.50160565466014,0.000462463565070928,0.0571366313054587
"ENSG00000198598.6",26.8382764483865,-0.951854536891123,0.272301358280297,-3.49559232059107,0.000473010789856039,0.05780753051283
"ENSG00000160323.19",87.8923344749673,-0.528765956409435,0.151644349535599,-3.4868820238192,0.000488686880498062,0.0592214580139711
"ENSG00000161642.18",256.470209215508,-0.723975662934962,0.207869129773001,-3.48284357434682,0.000496118159316612,0.0596209997958739
"ENSG00000196531.14",13763.0039998433,-1.01252169693324,0.29101010387982,-3.4793351963868,0.000502659432251485,0.0599078650619725
"ENSG00000110002.16",80.3223772508145,-0.889211307457852,0.256854079230681,-3.46193181015923,0.000536313019393331,0.0608989767926868
"ENSG00000138166.6",240.735636614717,0.891895798419852,0.256962056842911,3.47092410987781,0.000518670563479709,0.0608989767926868
"ENSG00000161996.19",181.635564472662,-0.574073045446509,0.165596240426759,-3.46670337422554,0.000526882979559063,0.0608989767926868
"ENSG00000162298.19",938.459643649947,-0.419912172271915,0.121149566556809,-3.46606417345298,0.000528137206255084,0.0608989767926868
"ENSG00000186111.10",1463.61742997285,-0.484817435744748,0.140039415496041,-3.462006993013,0.000536163223889402,0.0608989767926868
"ENSG00000244731.8",148.7206428379,-1.09297212556299,0.31567437887703,-3.46234030601754,0.000535499595200526,0.0608989767926868
"ENSG00000103260.9",634.817352257522,0.533688512613437,0.154487578799533,3.45457231423094,0.000551166384389506,0.0620966439787583
"ENSG00000197558.13",26.7491238933742,-0.982983689928599,0.285365449641752,-3.44464857663266,0.000571802282032822,0.0639221760402739
"ENSG00000234814.8",145.90424924558,1.29036411088685,0.375178770278084,3.43933136176769,0.000583152975895773,0.0646896081953303
"ENSG00000173638.19",92.8484976222938,-0.703210253203424,0.204902097538693,-3.43193291650239,0.00059929577940241,0.0659728582806272
"ENSG00000177943.14",300.146167014991,-0.567269931343729,0.165527823455549,-3.42703673316929,0.00061020651894704,0.0666650621949642
"ENSG00000158321.18",284.650360413424,-0.742533212591764,0.21696748344286,-3.42232486089242,0.000620880828841858,0.0673212212987101
"ENSG00000104447.13",82.5707228393739,-0.711022103027836,0.208393159674348,-3.41192630381407,0.000645055500516684,0.0674404280736974
"ENSG00000143196.5",243.481748681728,-1.02628610178544,0.30080520034741,-3.41179640711047,0.000645362948073659,0.0674404280736974
"ENSG00000165526.9",584.106898061147,0.386131017818984,0.11312736428191,3.41324152887322,0.000641950207751571,0.0674404280736974
"ENSG00000169372.13",394.562259775245,0.533320973255285,0.156047172884083,3.41769071107399,0.000631548306324233,0.0674404280736974
"ENSG00000259494.2",97.1919319036383,0.684528041054588,0.200183496894584,3.41950286448967,0.000627356719998055,0.0674404280736974
"ENSG00000072310.17",336.71281149105,-0.571343163046103,0.168048997117431,-3.39986059331764,0.000674202171958502,0.0698801081004805
"ENSG00000077454.16",233.061632407472,-0.310053662371249,0.0912415588832978,-3.39816270311451,0.000678400605649211,0.0698801081004805
"ENSG00000126749.16",213.995425916844,0.434090235058445,0.128035637546325,3.39038601577929,0.000697942716724557,0.0713832050913819
"ENSG00000168488.18",1859.12661049465,-0.404892015527214,0.119603874695069,-3.38527507206176,0.000711069589690911,0.0717086332372911
"ENSG00000175416.16",2691.85269124497,0.491071230503545,0.144995611025574,3.38680065575869,0.000707127480837093,0.0717086332372911
"ENSG00000164877.19",234.976287810802,-0.709042778997219,0.209694411074066,-3.38131462524663,0.000721398900755914,0.0722450940819517
"ENSG00000196517.13",44.7658852371213,-1.12393976705137,0.33273328867397,-3.37789997367131,0.000730416441934547,0.0725992211612131
"ENSG00000230124.8",298.120398690546,0.398391207936861,0.118000653453088,3.37617798104182,0.000735003556586722,0.0725992211612131
"ENSG00000107165.13",852.969454305484,0.47643994004459,0.141371844024843,3.37011901719884,0.000751357240778965,0.0732116403329288
"ENSG00000187955.12",814.689724363071,-1.04444836693027,0.309765476210872,-3.37173909664248,0.000746951718164329,0.0732116403329288
"ENSG00000167996.16",12243.8241904777,0.394214315816076,0.11708942838508,3.36677974479126,0.00076051403423934,0.0736065294480908
"ENSG00000124780.14",22.1720750523302,-1.96166033392834,0.585361900501394,-3.35119236876891,0.00080464385290234,0.077358460018031
"ENSG00000084072.17",388.927798909134,0.296487640685732,0.0886192066549071,3.3456363679748,0.000820939796822737,0.0784024689402695
"ENSG00000028310.18",314.086120316282,0.398361596677513,0.119154047182061,3.34324856015037,0.000828036954417211,0.0785600060503329
"ENSG00000127445.14",1005.86030582909,0.446152486664933,0.133905966589198,3.33183425674867,0.000862756225438218,0.0807909579678217
"ENSG00000203930.12",54.9593552612114,-0.886082541216192,0.265833861511964,-3.33321923767155,0.000858472668010582,0.0807909579678217
"ENSG00000111880.16",159.786471849556,-0.392120901964413,0.118090273252875,-3.32051820326248,0.000898504994720431,0.0835957453475054
"ENSG00000103148.17",796.337880623634,-0.300215591771666,0.0905087115877933,-3.31698006197401,0.000909961099730663,0.0838225919311516
"ENSG00000136732.16",2470.73941501222,0.491024502503825,0.148136506645594,3.31467585960136,0.000917494474959557,0.0838225919311516
"ENSG00000198848.13",483.69843948547,-0.759483180020553,0.229146097112838,-3.31440591653002,0.000918380800577072,0.0838225919311516
"ENSG00000070444.15",251.168954451399,-0.608934314523709,0.184128711845999,-3.30711222828197,0.000942631186670475,0.0839116317467587
"ENSG00000100968.14",354.892011947222,-0.530074982702667,0.160276703542074,-3.30724909477264,0.000942170716581533,0.0839116317467587
"ENSG00000126705.15",1256.11049519394,-0.644547232417947,0.194666560807598,-3.31103210404481,0.000929525438098315,0.0839116317467587
"ENSG00000172201.12",132.212170186669,-1.03619075549692,0.313259111960138,-3.30777530783773,0.000940402278921995,0.0839116317467587
"ENSG00000175274.19",1364.37829328954,-0.444962416849043,0.134755116786541,-3.30200757833846,0.000959954765254872,0.0848742348293751
"ENSG00000272325.2",57.912423907018,0.809319498349536,0.245213090965024,3.30047427388357,0.000965215623883053,0.0848742348293751
"ENSG00000138134.12",73.814358126853,-0.560457172427823,0.169904972938974,-3.29865078539595,0.000971506876974925,0.0849097010476084
"ENSG00000023902.14",1057.84344197334,0.523724927093328,0.159263036625589,3.28842736010711,0.00100748779282896,0.0869998889843495
"ENSG00000149091.15",1657.39019526535,-0.45270293130111,0.137600060312517,-3.28999079123173,0.00100190661631192,0.0869998889843495
"ENSG00000091137.14",26.9379897811571,0.958912960982842,0.292098383167102,3.28284241283962,0.00102766095960579,0.087367992240079
"ENSG00000131116.12",184.068575261762,0.528732434688731,0.161208536785639,3.2798041917085,0.00103879156509997,0.087367992240079
"ENSG00000142409.6",254.972451651513,0.466213052030179,0.141921444562213,3.28500779757642,0.00101979549314829,0.087367992240079
"ENSG00000168140.5",192.651380086956,-0.640134354404638,0.195227046115571,-3.27892250147395,0.00104204248424475,0.087367992240079
"ENSG00000261888.1",64.0755463369546,-0.982978637193594,0.299559549612192,-3.28141312292048,0.00103288338107182,0.087367992240079
"ENSG00000011028.14",1384.54808317962,-0.950353446047795,0.29242390347424,-3.24991710580703,0.00115438652270075,0.0874922552676703
"ENSG00000104852.15",2788.86406404648,-0.356169416367567,0.109399037061746,-3.25569059777502,0.00113116945058965,0.0874922552676703
"ENSG00000111799.21",763.919532564401,-0.815059357349236,0.250877631337453,-3.24883232117616,0.00115879763928473,0.0874922552676703
"ENSG00000116981.3",84.2642185404023,0.897375030893408,0.274977770486137,3.26344572983819,0.00110066262148146,0.0874922552676703
"ENSG00000132510.10",790.210667627954,-0.799206235969285,0.24541709923387,-3.2565222165212,0.00112786103779964,0.0874922552676703
"ENSG00000149115.14",846.921062650327,-0.645948198637486,0.198082520701536,-3.26100554632368,0.0011101786873001,0.0874922552676703
"ENSG00000152284.5",461.796750406668,-0.579588544468161,0.176996335051303,-3.27457935386157,0.00105819414051442,0.0874922552676703
"ENSG00000156427.8",732.221385972164,0.915191573899551,0.281682469793892,3.24901856536972,0.00115803919878322,0.0874922552676703
"ENSG00000163041.13",767.88404278051,0.462028038503746,0.141416899510955,3.26713455111462,0.00108642031986198,0.0874922552676703
"ENSG00000164050.13",1017.39716202003,-0.52751901956566,0.161944612477622,-3.25740394505902,0.00112436304635026,0.0874922552676703
"ENSG00000164330.17",227.676373913712,-0.649678809113664,0.198566309477634,-3.27184813386907,0.00106846952554385,0.0874922552676703
"ENSG00000165996.14",903.221522409549,0.395203562071506,0.121612897787438,3.24968460797854,0.00115533063208096,0.0874922552676703
"ENSG00000171680.23",647.662149038652,-0.403911214868452,0.123883063341412,-3.26042320858103,0.00111246086530216,0.0874922552676703
"ENSG00000173706.14",3230.24376200505,0.443028984185096,0.135870421066406,3.26067278446548,0.00111148224830499,0.0874922552676703
"ENSG00000178149.17",162.564067487145,0.577543889617771,0.176553743881522,3.27120726482773,0.00107089393313432,0.0874922552676703
"ENSG00000186567.13",434.136845001685,-0.668679321976802,0.204591238210924,-3.2683673446828,0.00108169871290702,0.0874922552676703
"ENSG00000189058.9",3733.93035633924,0.879875833052427,0.26854332666689,3.27647625421671,0.00105111151021847,0.0874922552676703
"ENSG00000205464.12",104.938264649291,0.653948198927386,0.201259309905743,3.24928173128316,0.00115696829278808,0.0874922552676703
"ENSG00000233098.9",56.2281685445939,-0.98451577620133,0.301062641045214,-3.27013598493436,0.00107495795075806,0.0874922552676703
"ENSG00000276952.1",41.5007732310834,1.19009756629462,0.367389074407269,3.23933848118558,0.00119807301754623,0.0899865155522613
"ENSG00000084693.16",279.496920696202,0.438591177751085,0.135460266329527,3.23778469978901,0.00120461680332802,0.0900092172061831
"ENSG00000178209.16",8983.12696246682,-0.734307275577376,0.226902156139018,-3.23622872551058,0.00121120289793459,0.0900348298511065
"ENSG00000231925.12",2125.40209229124,-0.380808583015694,0.117896707051062,-3.23001882360261,0.00123782068142188,0.0915416002399224
"ENSG00000261884.2",26.827054471585,-0.866175836966971,0.268776322481615,-3.22266421747853,0.00127004341223415,0.093445387999126
"ENSG00000170439.7",76.2180695377156,-1.17548114238951,0.365035737972868,-3.22018098533924,0.00128109689478119,0.0937801945159367
"ENSG00000132005.9",407.830124345444,-0.484690188203413,0.150760759466934,-3.21496250030313,0.00130461563866978,0.095019505683116
"ENSG00000235531.11",41.4672302105289,-0.801584660687131,0.249683301248894,-3.21040556848486,0.00132547811572603,0.0960538688788192
"ENSG00000102935.12",221.019219119202,-0.825011655585876,0.257245405607552,-3.2070996705943,0.00134080532427625,0.0966787679069393
"ENSG00000148737.17",278.987154820143,-0.589461313989036,0.184084977790053,-3.2021152462604,0.00136422407367215,0.0973934424080499
"ENSG00000198837.10",1247.92938236591,-0.378522748543998,0.118174576939047,-3.20308105472835,0.00135965707112669,0.0973934424080499
"ENSG00000164885.13",98.1322546056461,0.732149685461739,0.228755324344058,3.20057986655014,0.00137151353364168,0.0974315106829885
"ENSG00000147573.17",1184.22680579694,0.384777518713969,0.120335359902621,3.1975432576538,0.00138603621172245,0.0979805304374976
"ENSG00000063169.11",318.358868057122,-0.682717250118421,0.21417601712948,-3.18764565364798,0.00143436195845726,0.0992172293899041
"ENSG00000104967.8",234.585619186645,-0.719538080780441,0.225444479030702,-3.19164205694498,0.0014146652635538,0.0992172293899041
"ENSG00000140988.16",5203.38177011587,0.537185839792917,0.16858876108003,3.18636803753432,0.00144071195432716,0.0992172293899041
"ENSG00000143198.13",3780.02780812733,0.440546908898198,0.138176619231332,3.18828837576815,0.00143117727011983,0.0992172293899041
"ENSG00000149591.17",707.127631419665,-0.722859858773239,0.226918663223162,-3.18554608292553,0.00144481091268843,0.0992172293899041
"ENSG00000188157.15",790.09478821685,-0.763424889169495,0.239580123517039,-3.18651179389346,0.00143999616622089,0.0992172293899041
"ENSG00000144868.14",45.6940521036457,-1.09470010689335,0.344188904265678,-3.180521200208,0.00147010382133039,0.100475673968747
"ENSG00000089639.11",61.8633730556525,-0.741060814984873,0.233102790112841,-3.17911602270457,0.0014772494808117,0.100487805484837
"ENSG00000196417.13",63.2931003599271,-0.553671568273435,0.1743193798876,-3.17619055684135,0.00149222895224968,0.101030205260059
"ENSG00000124613.8",28.1820288058925,-0.859822781944515,0.271099642238204,-3.17161164376981,0.00151595585176473,0.101949412852684
"ENSG00000139832.5",144.176251945144,0.761570785457072,0.240249773879418,3.16991260037276,0.00152484796013142,0.101949412852684
"ENSG00000257270.1",25.7326129431243,-0.899743393453525,0.283875493943726,-3.16950005424521,0.00152701429694055,0.101949412852684
"ENSG00000041982.16",423.946488289093,-1.11380048419511,0.351809180061416,-3.1659221740623,0.00154592148917391,0.102256805562735
"ENSG00000105426.17",599.294178060733,-0.815937879294626,0.258107882276743,-3.1612280574205,0.00157105440530504,0.102256805562735
"ENSG00000135596.18",360.887869886258,-0.521940763576851,0.165030902752349,-3.16268501760602,0.00156321367210721,0.102256805562735
"ENSG00000152137.8",14396.5271652795,0.280791249011604,0.0887916183211341,3.16236210490118,0.00156494833495723,0.102256805562735
